# Filename:			2.txt
# Last Editted by:		
# Last Editted on:		2012/12/19 00:57
W1528
H2480
T10000000

# DefinitionIDs for each kind of asset in the level.
D6,WA,world3_blades.png
D7,WA,money.png
A3,768,288,D:DownRight
A3,768,256,D:DownRight
A3,736,256,D:DownRight
A3,704,256,D:DownRight
A3,672,256,D:DownRight
A3,672,224,D:DownRight
A3,736,224,D:DownRight
A3,704,224,D:DownRight
A3,768,224,D:DownRight
A3,768,192,D:DownRight
A3,736,192,D:DownRight
A3,704,192,D:DownRight
A3,672,192,D:DownRight
A3,672,160,D:DownRight
A3,704,160,D:DownRight
A3,736,160,D:DownRight
A3,768,160,D:DownRight
A3,768,128,D:DownRight
A3,736,128,D:DownRight
A3,704,128,D:DownRight
A3,672,128,D:DownRight
A3,672,96,D:DownRight
A3,704,96,D:DownRight
A3,736,96,D:DownRight
A3,768,96,D:DownRight
A3,768,64,D:DownRight
A3,736,64,D:DownRight
A3,672,64,D:DownRight
A3,704,64,D:DownRight
A3,672,32,D:DownRight
A3,704,32,D:DownRight
A3,736,32,D:DownRight
A3,768,32,D:DownRight
A3,768,0,D:DownRight
A3,736,0,D:DownRight
A3,704,0,D:DownRight
A3,672,0,D:DownRight
A3,640,0,D:DownRight
A3,608,0,D:DownRight
A3,576,0,D:DownRight
A3,544,0,D:DownRight
A3,512,0,D:DownRight
A3,480,0,D:DownRight
A3,448,0,D:DownRight
A3,416,0,D:DownRight
A3,384,0,D:DownRight
A3,352,0,D:DownRight
A3,320,0,D:DownRight
A3,288,0,D:DownRight
A3,256,0,D:DownRight
A3,224,0,D:DownRight
A3,192,0,D:DownRight
A3,160,0,D:DownRight
A3,128,0,D:DownRight
A14,192,1592
A14,192,1336
A3,800,0,D:DownRight
A3,832,0,D:DownRight
A3,864,0,D:DownRight
A3,896,0,D:DownRight
A3,928,0,D:DownRight
A3,960,0,D:DownRight
A3,992,0,D:DownRight
A3,1024,0,D:DownRight
A3,1056,0,D:DownRight
A3,1088,0,D:DownRight
A3,1120,0,D:DownRight
A3,1152,0,D:DownRight
A3,1184,0,D:DownRight
A3,1216,0,D:DownRight
A3,1280,0,D:DownRight
A3,1248,0,D:DownRight
A3,1312,0,D:DownRight
A3,1344,0,D:DownRight
A3,1376,0,D:DownRight
A4,832,32,D:DownRight
A4,864,32,D:DownRight
A4,896,32,D:DownRight
A4,928,32,D:DownRight
A4,960,32,D:DownRight
A4,992,32,D:DownRight
A4,1024,32,D:DownRight
A4,1056,32,D:DownRight
A4,1088,32,D:DownRight
A4,1120,32,D:DownRight
A4,1152,32,D:DownRight
A4,1184,32,D:DownRight
A4,1216,32,D:DownRight
A4,1248,32,D:DownRight
A4,1280,32,D:DownRight
A4,1312,32,D:DownRight
A4,1344,32,D:DownRight
A5,640,32,D:UpRight
A5,1376,32,D:UpRight
A5,128,32
A5,800,32
A38,448,976
A2,928,224
A4,896,224
A4,864,224
A4,832,224
A3,800,256
A3,800,288
A3,832,288
A3,864,288
A3,896,288
A3,896,256
A3,864,256
A3,832,256
A27,928,256
A27,928,288
A5,800,224,D:DownLeft
A11,831,128
A9,960,464,D:UpRight
A9,959,401,D:UpRight
A9,1344,192,D:UpRight
A9,1344,128,D:UpRight
A9,1344,64,D:UpRight
A27,928,320,D:DownLeft
A27,928,352,D:DownLeft
A27,928,416,D:DownLeft
A27,928,448,D:DownLeft
A4,896,480,D:DownLeft
A4,864,480,D:DownLeft
A4,832,480,D:DownLeft
A4,800,480,D:DownLeft
A3,800,320,D:DownLeft
A3,832,320,D:DownLeft
A3,864,320,D:DownLeft
A3,896,320,D:DownLeft
A3,896,352,D:DownLeft
A3,864,352,D:DownLeft
A3,832,352,D:DownLeft
A3,800,352,D:DownLeft
A3,800,384,D:DownLeft
A3,832,384,D:DownLeft
A3,864,384,D:DownLeft
A3,896,384,D:DownLeft
A3,896,416,D:DownLeft
A3,864,416,D:DownLeft
A3,832,416,D:DownLeft
A3,800,416,D:DownLeft
A3,800,448,D:DownLeft
A3,832,448,D:DownLeft
A3,864,448,D:DownLeft
A3,896,448,D:DownLeft
A6,292,480
A2,480,480
A2,256,480
A2,448,480,D:UpRight
A4,224,480,D:UpRight
A4,192,480,D:UpRight
A4,160,480,D:UpRight
A27,480,512
A27,480,544
A27,480,576
A27,480,608
A27,480,640
A27,448,512,D:UpRight
A27,448,544,D:UpRight
A27,256,512
A27,256,544
A4,416,576
A4,384,576
A4,352,576
A4,320,576
A4,288,576
A3,160,512
A3,192,512
A3,224,512
A3,224,544
A3,192,544
A3,160,544
A3,160,576
A3,192,576
A3,224,576
A3,160,608
A3,192,608
A3,224,608
A3,256,608
A3,288,608
A3,320,608
A3,352,608
A3,384,608
A3,416,608
A3,448,608
A3,448,640
A3,416,640
A3,384,640
A3,352,640
A3,320,640
A3,288,640
A3,256,640
A3,224,640
A3,192,640
A3,160,640
A3,160,672
A3,192,672
A3,224,672
A3,256,672
A3,288,672
A3,320,672
A3,352,672
A3,384,672
A3,416,672
A3,448,672
A9,128,448,D:UpRight
A9,128,384,D:UpRight
A9,128,320,D:UpRight
A9,128,256,D:UpRight
A9,128,192,D:UpRight
A9,128,128,D:UpRight
A9,128,64,D:UpRight
A9,192,64,D:UpRight
A9,256,64,D:UpRight
A9,320,64,D:UpRight
A9,384,64,D:UpRight
A9,448,64,D:UpRight
A9,512,64,D:UpRight
A9,576,64,D:UpRight
A38,608,128
A38,592,128
A38,576,128
A38,560,128
A9,512,640,D:UpRight
A9,512,576,D:UpRight
A9,512,512,D:UpRight
A9,512,448,D:UpRight
A5,448,576,D:DownRight
A5,256,576,D:DownLeft
A5,480,672,D:DownLeft
A5,736,1856,D:DownLeft
A5,928,1856,D:DownRight
A5,704,1984,D:UpRight
A5,928,1984,D:UpRight
A5,1152,1984,D:UpRight
A5,352,1984
A5,576,1984
A5,800,1984
A5,1024,1984
A9,384,2048,D:UpRight
A9,448,2048,D:UpRight
A9,320,2048,D:UpRight
A9,576,2048,D:UpRight
A9,640,2048,D:UpRight
A9,704,2048,D:UpRight
A9,768,2048,D:UpRight
A9,832,2048,D:UpRight
A9,896,2048,D:UpRight
A9,1024,2048,D:UpRight
A9,1088,2048,D:UpRight
A9,1152,2048,D:UpRight
A2,288,1760,D:DownLeft
A2,256,1760,D:DownRight
A5,128,480,D:DownLeft
A3,128,512,D:DownLeft
A3,128,544,D:DownLeft
A3,128,576,D:DownLeft
A3,128,608,D:DownLeft
A3,128,640,D:DownLeft
A3,128,672,D:DownLeft
A27,928,384,D:DownLeft
A14,1024,240
A14,1216,240
A14,1216,408
A14,1024,408
A9,1344,256
A9,1344,320
A2,352,2080,D:DownLeft
A3,1376,704,D:DownLeft
A3,1376,736,D:DownLeft
A3,1376,768,D:DownLeft
A3,1376,800,D:DownLeft
A5,576,832
A5,576,1088,D:DownLeft
A5,480,1088,D:DownRight
A5,480,832,D:UpRight
A27,480,864,D:UpRight
A27,480,896,D:UpRight
A27,480,928,D:UpRight
A27,480,960,D:UpRight
A27,480,992,D:UpRight
A27,480,1024,D:UpRight
A27,480,1056,D:UpRight
A27,576,1056
A27,576,1024
A27,576,992
A27,576,960
A27,576,928
A27,576,896
A27,576,864
A3,512,832
A3,544,832
A3,544,864
A3,512,864
A3,512,896
A3,544,896
A3,544,928
A3,512,928
A3,512,960
A3,544,960
A3,544,992
A3,512,992
A3,512,1024
A3,544,1024
A3,544,1056
A3,512,1056
A3,512,1088
A3,544,1088
A4,320,1184,D:DownLeft
A4,352,1184,D:DownLeft
A4,384,1184,D:DownLeft
A4,416,1184,D:DownLeft
A4,448,1184,D:DownLeft
A4,480,1184,D:DownLeft
A4,512,1184,D:DownLeft
A4,544,1184,D:DownLeft
A4,576,1184,D:DownLeft
A4,608,1184,D:DownLeft
A4,640,1184,D:DownLeft
A4,672,1184,D:DownLeft
A4,704,1184,D:DownLeft
A4,736,1184,D:DownLeft
A4,768,1184,D:DownLeft
A4,800,1184,D:DownLeft
A4,832,1184,D:DownLeft
A4,864,1184,D:DownLeft
A4,896,1184,D:DownLeft
A4,928,1184,D:DownLeft
A4,960,1184,D:DownLeft
A4,992,1184,D:DownLeft
A4,1024,1184,D:DownLeft
A4,1056,1184,D:DownLeft
A4,1088,1184,D:DownLeft
A4,1120,1184,D:DownLeft
A4,1152,1184,D:DownLeft
A4,1184,1184,D:DownLeft
A4,1216,1184,D:DownLeft
A27,288,1248,D:DownLeft
A27,288,1216,D:DownLeft
A5,288,1184
A38,960,992
A12,576,1440
A12,608,1440
A12,640,1440
A12,736,1440
A12,768,1440
A12,800,1440
A12,896,1440
A12,928,1440
A12,960,1440
A12,1056,1440
A12,1088,1440
A12,1120,1440
A2,384,1632,D:DownRight
A4,416,1632,D:DownRight
A4,1152,1632,D:DownLeft
A4,1184,1632,D:DownLeft
A4,1216,1632,D:DownLeft
A4,1120,1632,D:DownLeft
A3,0,0
A3,0,32
A3,0,64
A3,0,96
A3,0,128
A3,0,160
A3,0,192
A3,0,224
A3,0,256
A3,0,288
A3,0,320
A3,0,352
A3,0,384
A3,0,416
A3,0,448
A3,0,480
A3,0,512
A3,0,544
A3,0,576
A3,0,608
A3,0,640
A3,0,672
A3,0,704
A3,0,736
A3,0,768
A3,0,800
A3,0,832
A3,0,864
A3,0,896
A3,0,928
A3,0,960
A3,0,992
A3,0,1024
A3,0,1056
A3,0,1088
A3,0,1120
A3,0,1152
A3,0,1184
A3,0,1216
A3,0,1248
A3,0,1280
A3,0,1312
A3,0,1344
A3,0,1376
A3,0,1408
A3,0,1440
A3,0,1472
A3,0,1504
A3,0,1536
A3,0,1568
A3,0,1600
A3,0,1632
A3,0,1664
A3,0,1696
A3,0,1728
A3,0,1760
A3,0,1792
A3,0,1824
A3,0,1856
A3,0,1888
A3,0,1920
A3,0,1952
A3,0,1984
A3,0,2016
A3,0,2048
A3,0,2080
A3,0,2112
A3,0,2144
A3,0,2176
A3,0,2208
A3,0,2240
A3,0,2272
A3,0,2304
A3,0,2336
A3,0,2368
A3,0,2400
A3,0,2432
A3,0,2464
A3,32,0
A3,32,32
A3,32,64
A3,32,96
A3,32,128
A3,32,160
A3,32,192
A3,32,224
A3,32,256
A3,32,288
A3,32,320
A3,32,352
A3,32,384
A3,32,416
A3,32,448
A3,32,480
A3,32,512
A3,32,544
A3,32,576
A3,32,608
A3,32,640
A3,32,672
A3,32,704
A3,32,736
A3,32,768
A3,32,800
A3,32,832
A3,32,864
A3,32,896
A3,32,928
A3,32,960
A3,32,992
A3,32,1024
A3,32,1056
A3,32,1088
A3,32,1120
A3,32,1152
A3,32,1184
A3,32,1216
A3,32,1248
A3,32,1280
A3,32,1312
A3,32,1344
A3,32,1376
A3,32,1408
A3,32,1440
A3,32,1472
A3,32,1504
A3,32,1536
A3,32,1568
A3,32,1600
A3,32,1632
A3,32,1664
A3,32,1696
A3,32,1728
A3,32,1760
A3,32,1792
A3,32,1824
A3,32,1856
A3,32,1888
A3,32,1920
A3,32,1952
A3,32,1984
A3,32,2016
A3,32,2048
A3,32,2080
A3,32,2112
A3,32,2144
A3,32,2176
A3,32,2208
A3,32,2240
A3,32,2272
A3,32,2304
A3,32,2336
A3,32,2368
A3,32,2400
A3,32,2432
A3,32,2464
A3,64,0
A3,64,32
A3,64,64
A3,64,96
A3,64,128
A3,64,160
A3,64,192
A3,64,224
A3,64,256
A3,64,288
A3,64,320
A3,64,352
A3,64,384
A3,64,416
A3,64,448
A3,64,480
A3,64,512
A3,64,544
A3,64,576
A3,64,608
A3,64,640
A3,64,672
A3,64,704
A3,64,736
A3,64,768
A3,64,800
A3,96,0
A3,96,32
A3,96,64
A3,96,96
A3,96,128
A3,96,160
A3,96,192
A3,96,224
A3,96,256
A3,96,288
A3,96,320
A3,96,352
A3,96,384
A3,96,416
A3,96,448
A3,96,480
A3,96,512
A3,96,544
A3,96,576
A3,96,608
A3,96,640
A3,96,672
A3,96,704
A3,96,736
A3,96,768
A3,96,800
A3,1408,0
A3,1408,32
A3,1408,64
A3,1408,96
A3,1408,128
A3,1408,160
A3,1408,192
A3,1408,224
A3,1408,256
A3,1408,288
A3,1408,320
A3,1408,352
A3,1408,384
A3,1408,416
A3,1408,448
A3,1408,480
A3,1408,512
A3,1408,544
A3,1408,576
A3,1408,608
A3,1408,640
A3,1408,672
A3,1408,704
A3,1408,736
A3,1408,768
A3,1408,800
A3,1408,832
A3,1408,864
A3,1408,896
A3,1408,928
A3,1408,960
A3,1408,992
A3,1408,1024
A3,1408,1056
A3,1408,1088
A3,1408,1120
A3,1408,1152
A3,1408,1184
A3,1408,1216
A3,1408,1248
A3,1408,1280
A3,1408,1312
A3,1408,1344
A3,1408,1376
A3,1408,1408
A3,1408,1440
A3,1408,1472
A3,1408,1504
A3,1408,1536
A3,1408,1568
A3,1408,1600
A3,1408,1632
A3,1408,1664
A3,1408,1696
A3,1408,1728
A3,1408,1760
A3,1408,1792
A3,1408,1824
A3,1408,1856
A3,1408,1888
A3,1408,1920
A3,1408,1952
A3,1408,1984
A3,1408,2016
A3,1408,2048
A3,1408,2080
A3,1408,2112
A3,1408,2144
A3,1408,2176
A3,1408,2208
A3,1408,2240
A3,1408,2272
A3,1408,2304
A3,1408,2336
A3,1408,2368
A3,1408,2400
A3,1408,2432
A3,1408,2464
A3,1440,0
A3,1440,32
A3,1440,64
A3,1440,96
A3,1440,128
A3,1440,160
A3,1440,192
A3,1440,224
A3,1440,256
A3,1440,288
A3,1440,320
A3,1440,352
A3,1440,384
A3,1440,416
A3,1440,448
A3,1440,480
A3,1440,512
A3,1440,544
A3,1440,576
A3,1440,608
A3,1440,640
A3,1440,672
A3,1440,704
A3,1440,736
A3,1440,768
A3,1440,800
A3,1440,832
A3,1440,864
A3,1440,896
A3,1440,928
A3,1440,960
A3,1440,992
A3,1440,1024
A3,1440,1056
A3,1440,1088
A3,1440,1120
A3,1440,1152
A3,1440,1184
A3,1440,1216
A3,1440,1248
A3,1440,1280
A3,1440,1312
A3,1440,1344
A3,1440,1376
A3,1440,1408
A3,1440,1440
A3,1440,1472
A3,1440,1504
A3,1440,1536
A3,1440,1568
A3,1440,1600
A3,1440,1632
A3,1440,1664
A3,1440,1696
A3,1440,1728
A3,1440,1760
A3,1440,1792
A3,1440,1824
A3,1440,1856
A3,1440,1888
A3,1440,1920
A3,1440,1952
A3,1440,1984
A3,1440,2016
A3,1440,2048
A3,1440,2080
A3,1440,2112
A3,1440,2144
A3,1440,2176
A3,1440,2208
A3,1440,2240
A3,1440,2272
A3,1440,2304
A3,1440,2336
A3,1440,2368
A3,1440,2400
A3,1440,2432
A3,1440,2464
A3,1472,0
A3,1472,32
A3,1472,64
A3,1472,96
A3,1472,128
A3,1472,160
A3,1472,192
A3,1472,224
A3,1472,256
A3,1472,288
A3,1472,320
A3,1472,352
A3,1472,384
A3,1472,416
A3,1472,448
A3,1472,480
A3,1472,512
A3,1472,544
A3,1472,576
A3,1472,608
A3,1472,640
A3,1472,672
A3,1472,704
A3,1472,736
A3,1472,768
A3,1472,800
A3,1472,832
A3,1472,864
A3,1472,896
A3,1472,928
A3,1472,960
A3,1472,992
A3,1472,1024
A3,1472,1056
A3,1472,1088
A3,1472,1120
A3,1472,1152
A3,1472,1184
A3,1472,1216
A3,1472,1248
A3,1472,1280
A3,1472,1312
A3,1472,1344
A3,1472,1376
A3,1472,1408
A3,1472,1440
A3,1472,1472
A3,1472,1504
A3,1472,1536
A3,1472,1568
A3,1472,1600
A3,1472,1632
A3,1472,1664
A3,1472,1696
A3,1472,1728
A3,1472,1760
A3,1472,1792
A3,1472,1824
A3,1472,1856
A3,1472,1888
A3,1472,1920
A3,1472,1952
A3,1472,1984
A3,1472,2016
A3,1472,2048
A3,1472,2080
A3,1472,2112
A3,1472,2144
A3,1472,2176
A3,1472,2208
A3,1472,2240
A3,1472,2272
A3,1472,2304
A3,1472,2336
A3,1472,2368
A3,1472,2400
A3,1472,2432
A3,1472,2464
A3,1504,0
A3,1504,32
A3,1504,64
A3,1504,96
A3,1504,128
A3,1504,160
A3,1504,192
A3,1504,224
A3,1504,256
A3,1504,288
A3,1504,320
A3,1504,352
A3,1504,384
A3,1504,416
A3,1504,448
A3,1504,480
A3,1504,512
A3,1504,544
A3,1504,576
A3,1504,608
A3,1504,640
A3,1504,672
A3,1504,704
A3,1504,736
A3,1504,768
A3,1504,800
A3,1504,832
A3,1504,864
A3,1504,896
A3,1504,928
A3,1504,960
A3,1504,992
A3,1504,1024
A3,1504,1056
A3,1504,1088
A3,1504,1120
A3,1504,1152
A3,1504,1184
A3,1504,1216
A3,1504,1248
A3,1504,1280
A3,1504,1312
A3,1504,1344
A3,1504,1376
A3,1504,1408
A3,1504,1440
A3,1504,1472
A3,1504,1504
A3,1504,1536
A3,1504,1568
A3,1504,1600
A3,1504,1632
A3,1504,1664
A3,1504,1696
A3,1504,1728
A3,1504,1760
A3,1504,1792
A3,1504,1824
A3,1504,1856
A3,1504,1888
A3,1504,1920
A3,1504,1952
A3,1504,1984
A3,1504,2016
A3,1504,2048
A3,1504,2080
A3,1504,2112
A3,1504,2144
A3,1504,2176
A3,1504,2208
A3,1504,2240
A3,1504,2272
A3,1504,2304
A3,1504,2336
A3,1504,2368
A3,1504,2400
A3,1504,2432
A3,1504,2464
A38,432,976
A38,432,992
A38,448,992
A38,976,992
A38,976,976
A38,960,976
A27,1248,2048
A27,1248,2016
A27,1248,1984
A27,1248,1952
A27,1248,1920
A27,1248,1888
A2,1248,1856
A2,1248,2080,D:DownLeft
A2,1248,1632,D:DownLeft
A2,1248,1472
A27,1248,1504
A27,1248,1536
A27,1248,1568
A27,1248,1600
A2,256,2080,D:DownRight
A4,288,2080,D:DownRight
A12,288,2368,D:UpRight
A12,320,2368,D:UpRight
A12,352,2368,D:UpRight
A12,384,2368,D:UpRight
A12,416,2368,D:UpRight
A12,448,2368,D:UpRight
A12,480,2368,D:UpRight
A12,512,2368,D:UpRight
A12,544,2368,D:UpRight
A12,576,2368,D:UpRight
A12,608,2368,D:UpRight
A12,640,2368,D:UpRight
A12,672,2368,D:UpRight
A12,704,2368,D:UpRight
A12,736,2368,D:UpRight
A12,768,2368,D:UpRight
A12,832,2368,D:UpRight
A12,800,2368,D:UpRight
A12,864,2368,D:UpRight
A12,896,2368,D:UpRight
A12,928,2368,D:UpRight
A12,960,2368,D:UpRight
A12,992,2368,D:UpRight
A12,1024,2368,D:UpRight
A12,1056,2368,D:UpRight
A12,1088,2368,D:UpRight
A12,1120,2368,D:UpRight
A12,1152,2368,D:UpRight
A12,1184,2368,D:UpRight
A12,1216,2368,D:UpRight
A12,1248,2368,D:UpRight
A12,1280,2368,D:UpRight
A12,1312,2368,D:UpRight
A12,1344,2368,D:UpRight
A13,896,2400,D:UpRight
A9,1344,960
A2,1248,1184,D:DownLeft
A2,1248,1088
A27,1248,1120
A27,1248,1152
A14,192,2304
A14,138,2304,D:DownLeft
A14,246,2304,D:DownLeft
A10,192,2217
A12,256,2368
A12,224,2368
A12,192,2368
A12,160,2368
A12,128,2368
A12,96,2368
A13,256,2400
A13,256,2432
A13,256,2464
A13,224,2400
A13,224,2432
A13,224,2464
A13,192,2400
A13,192,2432
A13,192,2464
A13,160,2400
A13,160,2432
A13,160,2464
A13,128,2400
A13,128,2432
A13,128,2464
A13,96,2400
A13,96,2432
A13,96,2464
A27,64,2368
A27,64,2400
A27,64,2432
A27,64,2464
A27,64,2336
A27,64,2304
A27,64,2272
A27,64,2240
A27,64,2208
A27,64,2176
A27,64,2144
A27,64,2112
A27,64,2080
A27,64,2048
A27,64,2016
A27,64,1984
A27,64,1952
A27,64,1920
A27,64,1888
A27,64,1856
A27,64,1824
A27,64,1792
A27,64,1760
A27,64,1728
A27,64,1696
A27,64,1664
A27,64,1632
A27,64,1600
A27,64,1568
A27,64,1536
A27,64,1504
A27,64,1472
A27,64,1440
A27,64,1408
A27,64,1376
A27,64,1344
A27,64,1312
A27,64,1280
A27,64,1248
A27,64,1216
A27,64,1184
A27,64,1152
A27,64,1120
A27,64,1088
A27,64,1056
A27,64,1024
A27,64,992
A27,64,960
A27,64,928
A27,64,896
A27,64,864
A4,128,832,D:DownLeft
A4,96,832,D:DownLeft
A5,64,832
A9,64,1088
A9,64,1152
A9,64,1344
A9,64,1408
A9,64,1664
A9,64,1600
A9,64,1856
A9,64,1920
A2,608,1632,D:DownLeft
A27,608,1600,D:DownLeft
A27,608,1568,D:DownLeft
A5,608,1536
A4,640,1536,D:DownLeft
A4,672,1536,D:DownLeft
A4,704,1536,D:DownLeft
A4,736,1536,D:DownLeft
A4,928,1536,D:DownLeft
A4,960,1536,D:DownLeft
A4,992,1536,D:DownLeft
A4,1024,1536,D:DownLeft
A5,1056,1536,D:UpRight
A27,1056,1568,D:UpRight
A27,1056,1600,D:UpRight
A2,1056,1632,D:DownRight
A2,992,1760
A27,992,1792
A27,992,1824
A5,992,1856,D:DownLeft
A3,960,1856,D:DownLeft
A3,960,1824,D:DownLeft
A3,960,1792,D:DownLeft
A4,960,1760
A5,672,1856,D:DownRight
A27,672,1824,D:DownRight
A27,672,1792,D:DownRight
A2,672,1760,D:UpRight
A9,896,448
A2,928,480,D:DownLeft
